CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
IAFLP,Lynx Lake,Undetermined,,Lake,Water Feature,LAKE,0c84bd5b849c20c3c00c678770024f87,54.9350000,-111.8994444,34-68-13-W4,Alberta,250000,1951-05-03,Alberta Culture and Tourism
IAFLQ,Lynx Lake,Undetermined,,Lake,Water Feature,LAKE,0c84be6c849c20c36aa53717d7b091df,59.3241666,-112.0688889,"119-12,13-W4",Alberta,250000,1944-07-12,Alberta Culture and Tourism
IAFLR,Lynx Mountain,Undetermined,,Mountain,Terrain Feature,MTN,7c6d403eba3411d892e2080020a0f4c9,53.1263889,-119.0480556,48-8-W6,Alberta,250000,1956-08-02,Alberta Culture and Tourism
IAFLS,Lyons Creek,Undetermined,,Creek,Water Feature,RIV,0c84beac849c20c32054173a2eaecc0d,49.6091667,-114.4311111,35-7-4-W5,Alberta,250000,1943-10-04,Alberta Culture and Tourism
IASUG,Lys Lake,Undetermined,,Lake,Water Feature,LAKE,0cb17980849c20c34e326e7f8ed3fa17,49.2436111,-114.2972222,26-3-3-W5,Alberta,50000,1991-10-17,Alberta Culture and Tourism
IAAEN,Lys Ridge,Undetermined,,Ridge,Terrain Feature,MTN,0cff5ded849c20c3f642228fafd86f48,49.2833334,-114.3119444,4-3-W5,Alberta,250000,1928-12-31,Alberta Culture and Tourism
IAFLV,Ma Butte,Undetermined,,Butte,Terrain Feature,MTN,0c84bef7849c20c3ee91bb0c29515b92,49.7302778,-114.5250000,9-4-W5,Alberta,250000,1960-08-04,Alberta Culture and Tourism
IAGTK,Ma-Me-O Beach,Cree,,Summer Village,Populated Place,VILG,82187ca9d05511d892e2080020a0f4c9,52.9724999,-113.9647221,14-46-28-W4,Alberta,1000000,1995-01-01,Alberta Culture and Tourism
IAFLU,Mabel Creek,Undetermined,,Creek,Water Feature,RIV,0c84bf37849c20c31beb6dcf31d39c57,55.1338889,-115.6869444,71-11-W5,Alberta,250000,1952-05-01,Alberta Culture and Tourism
IAFMD,Mac Creek,Undetermined,,Creek,Water Feature,RIV,0c84c173849c20c3ffb6d42aade1fa3c,50.8077778,-114.7527778,21-6-W5,Alberta,250000,1939-12-12,Alberta Culture and Tourism
IAFMV,Mac Lake,Undetermined,,Lake,Water Feature,LAKE,0cff9a63849c20c36219401900e20ed6,53.2975000,-112.8763889,50-20-W4,Alberta,50000,1950-05-02,Alberta Culture and Tourism
IABAA,MacArthur Siding,Undetermined,,Railway Point,Populated Place,UNP,0cff6a46849c20c3be0c6f6e4e1dac6e,53.7083330,-113.5541700,36-54-25-W4,Alberta,250000,1979-12-21,Alberta Culture and Tourism
IAFLZ,MacBeth Lake,Undetermined,,Lake,Water Feature,LAKE,0c84c055849c20c3d8d0b865b75f3f42,54.0569445,-110.0719444,34-58-1-W4,Alberta,250000,1950-07-06,Alberta Culture and Tourism
IAFMG,MacDonald Creek,Undetermined,,Creek,Water Feature,RIV,0c84c32d849c20c3c511988886d0a706,54.0000000,-114.3308333,58-3-W5,Alberta,250000,1950-04-06,Alberta Culture and Tourism
IATND,MacEwan,Undetermined,,Urban Community,Populated Place,UNP,548c3568bbe111d892e2080020a0f4c9,51.1569440,-114.1319400,Calgary,Alberta,50000,,Alberta Culture and Tourism
IAFML,MacIntosh Lake,Undetermined,,Lake,Water Feature,LAKE,0c84c36e849c20c3fe7719f0b030f9a8,54.3047223,-115.0352778,30-61-7-W5,Alberta,250000,1958-01-16,Alberta Culture and Tourism
IAFMN,MacKay,Undetermined,,Locality,Populated Place,UNP,0c84c3af849c20c3f3f5bb7b37c54f97,53.6427778,-115.5863889,8-54-11-W5,Alberta,250000,1950-06-02,Alberta Culture and Tourism
IAFMP,MacKay River,Undetermined,,River,Water Feature,RIV,0c84c49b849c20c3e449f308663ebe35,57.1655556,-111.6330556,94-11-W4,Alberta,2000000,1944-12-09,Alberta Culture and Tourism
IAFMQ,MacKenzie Creek,Undetermined,,Creek,Water Feature,RIV,0cff9a22849c20c3e81bd8f6c8423546,53.0833333,-117.1666667,29-47-22-W5,Alberta,250000,1925-05-05,Alberta Culture and Tourism
IATNG,MacKenzie Lake,Undetermined,,Urban Community,Populated Place,UNP,549b509abbe111d892e2080020a0f4c9,50.9083330,-113.9805600,Calgary,Alberta,50000,,Alberta Culture and Tourism
IAFMZ,MacMillan Creek,Undetermined,,Creek,Water Feature,RIV,0c84c69b849c20c312fddf9aee6ca8af,50.4147222,-113.9541667,8-17-29-W4,Alberta,250000,1957-05-02,Alberta Culture and Tourism
IAFLW,Macabee Creek,Undetermined,,Creek,Water Feature,RIV,0c84bf77849c20c3ae0554feca13c059,50.6397222,-114.3791667,29-19-3-W5,Alberta,250000,1924-03-31,Alberta Culture and Tourism
IAQOQ,Macabee Gap,Undetermined,,Gap,Terrain Feature,VALL,0c89ee84849c20c3b67339ade43b2c85,50.6811111,-114.4400000,11-20-4-W5,Alberta,50000,1983-05-05,Alberta Culture and Tourism
IBAIL,Maccagno Island,Undetermined,,Island,Terrain Feature,ISL,86bce1f12aed45818741510ecc353d81,54.8269444,-111.9027778,6-27-67-13-W4,Alberta,50000,2019-11-01,Alberta Culture and Tourism
IAFMA,Maccarib Creek,Undetermined,,Creek,Water Feature,RIV,538a06c1c6be11d892e2080020a0f4c9,52.7344444,-118.2961111,"43-2,3-W6",Alberta,50000,1978-10-04,Alberta Culture and Tourism
IAFMC,Maccarib Pass,Undetermined,,Pass,Terrain Feature,VALL,0c84c1b4849c20c34d5fa288461d2951,52.7200000,-118.1913889,43-2-W6,Alberta,50000,1935-03-05,Alberta Culture and Tourism
IAFMF,Macdonald Creek,Undetermined,,Creek,Water Feature,RIV,0c84c279849c20c342654dff3ee98c24,49.4016666,-114.5227778,5-4-W5,Alberta,50000,1957-05-02,Alberta Culture and Tourism
IAFME,Macdonald Creek,Undetermined,,Creek,Water Feature,RIV,0c84c2ba849c20c3f0984e212b1a34f4,49.1202778,-111.3783333,2-11-W4,Alberta,250000,1947-03-13,Alberta Culture and Tourism
IASTV,Macdonald Lake,Undetermined,,Lake,Water Feature,LAKE,0cae108d849c20c328aa5f2af1271bf5,53.4908333,-111.2825000,17-52-9-W4,Alberta,250000,1992-01-22,Alberta Culture and Tourism
IAFMO,Mackay Creek,Undetermined,,Creek,Water Feature,RIV,43581018ba3411d892e2080020a0f4c9,49.9869444,-110.0055556,12-12-1-W4,Alberta,250000,1967-01-20,Alberta Culture and Tourism
IAFMS,Mackie Creek,Undetermined,,Creek,Water Feature,RIV,0c84c527849c20c3efc75694291b66d5,49.1369444,-112.4019444,"2-18,19-W4",Alberta,250000,1938-12-12,Alberta Culture and Tourism
IAFMU,Macklin Lake,Undetermined,,Lake,Water Feature,LAKE,0c84c571849c20c3e1dab68b02882832,49.0472222,-112.0288889,1-16-W4,Alberta,250000,1939-12-12,Alberta Culture and Tourism
IAFMY,Macleod Island,Undetermined,,Island,Terrain Feature,ISL,0c84c6de849c20c3e7692512f8a2814e,49.7447223,-113.3716667,9-25-W4,Alberta,250000,1954-07-08,Alberta Culture and Tourism
IARYG,Macleod's Fort (St. Mary's II) Provincial Historic Site (Undeveloped),Undetermined,,Provincial Historic Site,Administrative Area,PARK,0c8a1148849c20c34a3b8bf52abd9171,56.1666670,-117.3666700,83-22-W5,Alberta,1000000,1988-02-29,Alberta Culture and Tourism
IAFNB,Macson,Undetermined,,Locality,Populated Place,UNP,0c84c720849c20c35a01d9b21b494c48,49.9855555,-110.6205556,10-12-5-W4,Alberta,50000,1958-12-31,Alberta Culture and Tourism
IAFNC,Madden,Undetermined,,Locality,Populated Place,UNP,0c84c7db849c20c3290f2da1f7e520e0,51.4341667,-114.2805556,31-28-2-W5,Alberta,250000,1956-11-02,Alberta Culture and Tourism
IAFND,Magee Lake,Undetermined,,Lake,Water Feature,LAKE,0c84c772849c20c3a240b4a2359e869b,52.5611111,-113.3858333,27-41-24-W4,Alberta,250000,1937-06-01,Alberta Culture and Tourism
IAGRT,Magnolia,Undetermined,,Locality,Populated Place,UNP,0c855e1e849c20c3d27cfe15923c33ee,53.6125000,-114.8636111,30-53-6-W5,Alberta,250000,1950-04-06,Alberta Culture and Tourism
IAGRU,Magnolia Bridge,Undetermined,,Hamlet,Populated Place,UNP,0c855ddd849c20c3ef2bbdc82d55a281,53.5916667,-114.8575000,19-53-6-W5,Alberta,250000,1950-04-06,Alberta Culture and Tourism
IASKB,Magnussen Lake,Undetermined,,Lake,Water Feature,LAKE,0cade83f849c20c324f30001732e4b9d,56.9147222,-111.4402778,30-91-9-W4,Alberta,50000,1991-09-04,Alberta Culture and Tourism
IAGRW,Magrath,Undetermined,,Town,Populated Place,TOWN,69f2ff9dd05511d892e2080020a0f4c9,49.4077778,-112.8666667,5-22-W4,Alberta,1000000,1995-01-01,Alberta Culture and Tourism
IAGRY,Mahaska,Undetermined,,Locality,Populated Place,UNP,0c855e7c849c20c30cab0f12e2b2fc65,53.8911111,-115.9336111,"56,57-13-W5",Alberta,250000,1950-06-02,Alberta Culture and Tourism
IAGRZ,Maher Coulee,Undetermined,,Coulee,Terrain Feature,VALL,0c855eff849c20c386dfffa1e55d426c,49.4394445,-110.6805556,1-6-6-W4,Alberta,50000,1967-10-03,Alberta Culture and Tourism
IASTM,Mahigun Lake,Undetermined,,Lake,Water Feature,LAKE,0cae0e76849c20c38007e4b5f2716f23,57.4372222,-113.2316667,"19,20-97-20-W4",Alberta,50000,1991-09-23,Alberta Culture and Tourism
IAGSA,Mahon Creek,Undetermined,,Creek,Water Feature,RIV,0c855ebe849c20c36ada792a9eb0a768,53.8422222,-118.6947222,56-5-W6,Alberta,250000,1947-09-04,Alberta Culture and Tourism
IAJDY,Mahon Creek Trail,Undetermined,,Trail,Constructed Feature,ROAD,0c8680e2849c20c378aae73c169f8af2,53.8055556,-118.6833333,56-5-W6,Alberta,250000,1980-08-29,Alberta Culture and Tourism
IAGSC,Main Point,Undetermined,,Point,Terrain Feature,CAPE,0c855f54849c20c3e19577c9b3e20a8a,56.5213889,-110.4661111,87-3-W4,Alberta,250000,1955-02-02,Alberta Culture and Tourism
IAGSD,Majeau Lake,Undetermined,,Lake,Water Feature,LAKE,0c85603b849c20c37df14d41470ee637,53.9094444,-114.4263889,"57-3,4-W5",Alberta,1000000,1950-04-06,Alberta Culture and Tourism
IAGSE,Majestic,Undetermined,,Locality,Populated Place,UNP,0c855fd5849c20c3ab3f25a9f32d2a60,50.8250000,-110.8333333,31-21-6-W4,Alberta,50000,1941-07-12,Alberta Culture and Tourism
IAFMM,Majestic Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c84c44b849c20c31a29fd363bfe47fc,52.7575000,-118.2155556,43-2-W6,Alberta,50000,1951-02-07,Alberta Culture and Tourism
IAGSG,Majors Lake,Undetermined,,Lake,Water Feature,LAKE,0c856099849c20c3ab3e4f00bbadf99b,51.1277778,-111.1719444,25-9-W4,Alberta,250000,1952-01-17,Alberta Culture and Tourism
IAGSH,Majors Lake,Undetermined,,Lake,Water Feature,LAKE,0c856172849c20c34b43cd051d34f607,54.8305556,-113.5947222,67-24-W4,Alberta,250000,1953-04-02,Alberta Culture and Tourism
IAGSI,Majorville,Undetermined,,Locality,Populated Place,UNP,0c8560da849c20c3f5b62a47f94ba006,50.6308333,-112.7063889,27-19-20-W4,Alberta,250000,1957-05-02,Alberta Culture and Tourism
IAUEM,Makaoo 120,Undetermined,,Indian Reserve,Administrative Area,IR,54202d0dba3411d892e2080020a0f4c9,53.6788889,-110.0313889,"54,55-1-W4",Alberta,50000,1990-12-13,Indigenous and Northern Affairs Canada
IAGSK,Makepeace,Undetermined,,Locality,Populated Place,UNP,0c8561b9849c20c39b93b67645dbbcfd,50.9394445,-112.6161111,8-23-19-W4,Alberta,250000,1957-05-02,Alberta Culture and Tourism
IAGSM,Makwa Creek,Undetermined,,Creek,Water Feature,RIV,0c8561fa849c20c33dc607fa31a15c16,53.1086111,-117.9038889,48-27-W5,Alberta,250000,1956-08-02,Alberta Culture and Tourism
IAGSL,Makwa Creek,Undetermined,,Creek,Water Feature,RIV,0c85623b849c20c3289fe613d5eb0b3f,52.2988889,-115.4988889,38-11-W5,Alberta,50000,1941-08-14,Alberta Culture and Tourism
IAGSN,Makwa Ridge,Cree,,Ridge,Terrain Feature,MTN,0c8562c7849c20c3bac20f0f84ebaa98,53.0455555,-117.7811111,"47-26,27-W5",Alberta,250000,1956-08-02,Alberta Culture and Tourism
IAGSO,Malcolm Creek,Undetermined,,Creek,Water Feature,RIV,0c856286849c20c3b03d6becad95f860,53.9080556,-119.1605556,57-8-W6,Alberta,250000,1953-05-07,Alberta Culture and Tourism
IAGSQ,Maleb,Undetermined,,Locality,Populated Place,UNP,0c856308849c20c3d306868ba6da0370,49.6688889,-111.2263889,24-8-10-W4,Alberta,250000,1947-03-13,Alberta Culture and Tourism
IAGSR,Maligne Canyon,Undetermined,,Canyon,Terrain Feature,VALL,0c856358849c20c318190e6db7075e2a,52.9202778,-118.0111111,45-28-W5,Alberta,50000,1956-08-02,Alberta Culture and Tourism
IAGSS,Maligne Lake,Undetermined,,Lake,Water Feature,LAKE,78691642d05511d892e2080020a0f4c9,52.6643330,-117.5337220,"42,43-25-W5",Alberta,1000000,1956-08-02,Alberta Culture and Tourism
IAGST,Maligne Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c8563da849c20c377f728ff574b17b0,52.6516667,-117.3997222,42-24-W5,Alberta,250000,1946-09-30,Alberta Culture and Tourism
IAGSU,Maligne Pass,Undetermined,,Pass,Terrain Feature,VALL,0c856399849c20c37e8669cadea73e4b,52.4980556,-117.4530556,"41-24,25-W5",Alberta,50000,1946-09-30,Alberta Culture and Tourism
IAGSV,Maligne Range,Undetermined,,Range,Terrain Feature,MTN,0c8564ae849c20c3802cad611b631b93,52.7830555,-117.7955556,43-26-W5,Alberta,250000,1947-06-03,Alberta Culture and Tourism
IAGSW,Maligne River,Undetermined,,River,Water Feature,RIV,0c856441849c20c3db6106213cdf6006,52.9336111,-118.0333333,45-1-W6,Alberta,1000000,1951-02-07,Alberta Culture and Tourism
IAGSX,Mallaig,Undetermined,,Hamlet,Populated Place,UNP,0c85651f849c20c318900634a59bd2a4,54.2102778,-111.3608333,25-60-10-W4,Alberta,1000000,1950-07-06,Alberta Culture and Tourism
IAGSY,Mallard Peak,Undetermined,,Peak,Terrain Feature,MTN,7826bdadba3411d892e2080020a0f4c9,52.4580555,-118.2286111,40-2-W6,Alberta,250000,1935-03-05,Alberta Culture and Tourism
IAGSZ,Malloch Creek,Undetermined,,Creek,Water Feature,RIV,0c8565b1849c20c306b17d0c591f7cff,51.8275000,-116.0483333,33-15-W5,Alberta,250000,1934-04-05,Alberta Culture and Tourism
IAGTB,Mallow,Undetermined,,Locality,Populated Place,UNP,0c8565f1849c20c327f91ee63692522d,50.8761111,-112.1733333,16-22-16-W4,Alberta,50000,1957-05-02,Alberta Culture and Tourism
IAGTE,Malmo,Undetermined,,Locality,Populated Place,UNP,0cffa092849c20c390f9a34d19006c1f,52.7858333,-113.2202778,14-44-23-W4,Alberta,250000,1937-06-01,Alberta Culture and Tourism
IAGTF,Malmo Plains,Undetermined,,Urban Community,Populated Place,UNP,4f8854f3bbe111d892e2080020a0f4c9,53.4833330,-113.5333300,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IAGTG,Maloney Lake,Undetermined,,Lake,Water Feature,LAKE,0c856638849c20c3b5b0277da25093b5,54.4875000,-110.4150000,63-3-W4,Alberta,250000,1950-07-06,Alberta Culture and Tourism
IAGTI,Mamawi Creek,Undetermined,,Creek,Water Feature,RIV,0c85667a849c20c3aa189a2b3102f7f7,58.5727778,-111.4977778,110-9-W4,Alberta,250000,1954-06-03,Alberta Culture and Tourism
IAGTJ,Mamawi Lake,Undetermined,,Lake,Water Feature,LAKE,0c8566ba849c20c365203c92803f7a50,58.5986111,-111.4841667,"110,111-9-W4",Alberta,1000000,1954-06-03,Alberta Culture and Tourism
IAGTN,Mami Creek,Undetermined,,Creek,Water Feature,RIV,0c856743849c20c3902d632256d28cbb,49.2186111,-113.6266667,19-3-27-W4,Alberta,250000,1942-11-03,Alberta Culture and Tourism
